PROJECT NO  : PRJ8803_QFN56_GPIO,,,,,,,,,,
PKG_TOP_LEFT_PIN : 1,,,,,,,,,,
PACKAGE : 56QFN 14 14 14 14,,,,,,,,,,
VERSION : V1.0_20260428,,,,,,,,,,
DIE_SIZE : 3870x2844,,,,,,,,,,
,,,,,,,,,,
PKG_NUM,PKG_PIN_NAME,DIE_NUM,DIE_PIN_NAME,IO_CELL_NAME,PKG_LOC,DIE_LOC,DIRECTION,LOAD,SLEW,SSO
,,D1.53,PAD_DDR_VDDA18,-,,B,,,,PSRAM-AIP
,,D1.54,PAD_DDR_VDDA33,-,,B,,,,PSRAM-AIP
,,D1.55,PAD_DQ0,-,,B,,,,PSRAM-AIP
,,D1.56,PAD_DQ1,-,,B,,,,PSRAM-AIP
0,,D1.57,PAD_DDR_VSSA33,-,,B,,,,PSRAM-AIP
,,D1.58,PAD_DDR_VLDO,-,,B,,,,PSRAM-AIP
,,D1.59,PAD_DQ2,-,,B,,,,PSRAM-AIP
,,D1.60,PAD_DQ3,-,,B,,,,PSRAM-AIP
25,VDD33_RAM,D1.61,PAD_DDR_VDDA33,-,R,B,P,,,PSRAM-AIP
,,D1.62,PAD_CEB_LS,-,,B,,,,PSRAM-AIP
,,D1.63,PAD_CKB_LS,-,,B,,,,PSRAM-AIP
0,,D1.64,PAD_DDR_VSSA33,-,,B,G,,,PSRAM-AIP
,,D1.65,PAD_CK_LS,-,,B,,,,PSRAM-AIP
,,D1.66,PAD_DDR_VSSA33,-,,B,,,,PSRAM-AIP
,,D1.67,PAD_DQ4,-,,B,,,,PSRAM-AIP
25,VDD33_RAM,D1.68,PAD_DDR_VDDA33,-,R,B,P,,,PSRAM-AIP
,,D1.69,PAD_DQ5,-,,B,,,,PSRAM-AIP
,,D1.70,PAD_DDR_VLDO,-,,B,,,,PSRAM-AIP
0,,D1.71,PAD_DDR_VSSA33,-,,B,G,,,PSRAM-AIP
,,D1.72,PAD_DQ6,-,,B,,,,PSRAM-AIP
,,D1.73,PAD_DQ7,-,,B,,,,PSRAM-AIP
,,D1.74,PAD_DDR_VSSA33,-,,B,,,,PSRAM-AIP
25,VDD33_RAM,D1.75,PAD_DDR_VDDA33,-,R,B,P,,,PSRAM-AIP
,,D1.76,PAD_LDQS,-,,B,,,,PSRAM-AIP
,,D1.77,PAD_LDQSB,-,,B,,,,PSRAM-AIP
0,,D1.78,PAD_DDR_VSSA33,-,,B,G,,,PSRAM-AIP
,,D1.79,PAD_DDR_VLDO,-,,B,,,,PSRAM-AIP
,,D1.80,PAD_LDM,-,,B,,,,PSRAM-AIP
,,D1.81,PAD_CEB,-,,B,,,,PSRAM-AIP
25,VDD33_RAM,D1.82,PAD_DDR_VDDA33,-,R,B,P,,,PSRAM-AIP
,,D1.83,PAD_DDR_VSSA33,-,,B,,,,PSRAM-AIP
,,D1.84,PAD_CK,-,,B,,,,PSRAM-AIP
25,VDD33_RAM,D1.85,PAD_DDR_VDDA33_PLL,-,R,B,P,,,PSRAM-AIP
,,D1.86,PAD_CKB,-,,B,,,,PSRAM-AIP
,,D1.87,PAD_DDR_VLDO,-,,B,,,,PSRAM-AIP
,,D1.88,PAD_DDR_VSSA33,-,,B,,,,PSRAM-AIP
0,,D1.89,PAD_DDR_VSSA33_PLL,-,,B,G,,,PSRAM-AIP
,,D1.90,PAD_DDR_VDDA18,-,,B,,,,PSRAM-AIP
0,,D1.91,GND_APR%C%U_PAD_GNDA_8,-,,B,G,,,
0,,D1.92,GND_APR%C%U_PAD_GNDA_9,-,,R,G,,,
26,PIO_7,D1.93,PIO_7,-,R,R,,,,
27,PIO_8,D1.94,PIO_8,-,R,R,,,,
28,PIO_9,D1.95,PIO_9,-,R,R,,,,
29,PIO_10,D1.96,PIO_10,-,T,R,,,,
30,PIO_11,D1.97,PIO_11,-,T,R,,,,
31,PIO_12,D1.98,PIO_12,-,T,R,,,,
0,,D1.99,GND_APR%C%U_PAD_GNDA_10,-,,R,G,,,
0,,D1.99,GND_APR%C%U_PAD_GNDA_10,-,,R,G,,,
32,PIO_13,D1.100,PIO_13,-,T,R,,,,
33,PIO_14,D1.101,PIO_14,-,T,R,,,,
34,PIO_15,D1.102,PIO_15,-,T,R,,,,
35,PIO_16,D1.103,PIO_16,-,T,R,,,,
36,PIO_17,D1.104,PIO_17,-,T,R,,,,
0,,D1.105,GND_APR%C%U_PAD_GNDA_11,-,,R,G,,,
0,,D1.105,GND_APR%C%U_PAD_GNDA_11,-,,R,G,,,
0,,D1.106,GND_APR%C%U_PAD_GNDA_12,-,,R,G,,,
D3.7,,D1.106,GND_APR%C%U_PAD_GNDA_12,-,,R,G,,,
37,VDD11,D1.107,VDD11_APR%IO%U_PAD_VDDD11_3,-,T,R,P,,,
37,VDD11,D1.107,VDD11_APR%IO%U_PAD_VDDD11_3,-,T,R,P,,,
0,,D1.108,GND_APR%C%U_PAD_GNDA_13,-,,R,G,,,
0,,D1.108,GND_APR%C%U_PAD_GNDA_13,-,,R,G,,,
D3.8,,D1.109,QSPI0_WP,-,,R,,,,FLASH
D3.9,,D1.110,QSPI0_DO,-,,R,,,,FLASH
D3.10,,D1.111,QSPI0_CS,-,,R,,,,FLASH
38,VDD33_DAC,D1.112,VDD33_FLS%IO%U_PAD_VDDA33_FLS,-,T,R,P,,,FLASH
38,VDD33_DAC,D1.112,VDD33_FLS%IO%U_PAD_VDDA33_FLS,-,T,R,P,,,FLASH
D3.11,,D1.112,VDD33_FLS%IO%U_PAD_VDDA33_FLS,-,,R,P,,,FLASH
D3.13,,D1.113,QSPI0_HOLD,-,,R,,,,FLASH
D3.14,,D1.114,QSPI0_CLK,-,,R,,,,FLASH
D3.15,,D1.115,QSPI0_DI,-,,R,,,,FLASH
0,,D1.116,GND_APR%C%U_PAD_GNDA_14,-,,R,G,,,
0,,D1.116,GND_APR%C%U_PAD_GNDA_14,-,,R,G,,,
38,VDD33_DAC,D1.117,PAD_AUDIO_VDD33,-,T,R,P,,,AUDIO_CODEC-AIP
39,MICIN,D1.118,PAD_AUDIO_IN,-,T,R,,,,AUDIO_CODEC-AIP
40,MICBIAS,D1.119,PAD_AUDIO_MICBIAS,-,T,R,,,,AUDIO_CODEC-AIP
41,LOUT,D1.120,PAD_AUDIO_LOUT,-,T,R,,,,AUDIO_CODEC-AIP
42,AGND,D1.121,PAD_AUDIO_VSS33,-,T,R,G,,,AUDIO_CODEC-AIP
0,,D1.122,GND_APR%C%U_PAD_GNDA_15,-,,T,G,,,
0,,D1.122,GND_APR%C%U_PAD_GNDA_15,-,,T,G,,,
43,PIO_18,D1.123,PIO_18,-,T,T,,,,
44,PIO_19,D1.124,PIO_19,-,T,T,,,,
45,PIO_20,D1.125,PIO_20,-,T,T,,,,
46,PIO_21,D1.126,PIO_21,-,T,T,,,,
47,PIO_22,D1.127,PIO_22,-,T,T,,,,
48,PIO_23,D1.128,PIO_23,-,T,T,,,,
49,PIO_24,D1.129,PIO_24,-,T,T,,,,
50,PIO_25,D1.130,PIO_25,-,T,T,,,,
0,,D1.131,GND_APR%C%U_PAD_GNDA_16,-,,T,G,,,
0,,D1.131,GND_APR%C%U_PAD_GNDA_16,-,,T,G,,,
D1.21,,D1.132,VDD33%IO%U_PAD_VDDA33_2,-,,T,P,,,
(D1.18),,D1.133,VDD11_APR%IO%U_PAD_VDDD11_4,-,,T,P,,,
0,,D1.134,GND_APR%C%U_PAD_GNDA_17,-,,T,G,,,
0,,D1.134,GND_APR%C%U_PAD_GNDA_17,-,,T,G,,,
51,PIO_26,D1.135,PIO_26,-,T,T,,,,
52,PIO_27,D1.136,PIO_27,-,T,T,,,,
53,PIO_28,D1.137,PIO_28,-,T,T,,,,
54,PIO_29,D1.138,PIO_29,-,T,T,,,,
55,PIO_30,D1.139,PIO_30,-,T,T,,,,
56,PIO_31,D1.140,PIO_31,-,T,T,,,,
0,,D1.141,GND_APR%C%U_PAD_GNDA_18,-,,T,G,,,
