PROJECT NO  : PRJ8803_QFN56_GPIO_PG,,,,,,,,,,
PKG_TOP_LEFT_PIN : 1,,,,,,,,,,
PACKAGE : 56QFN 14 14 14 14,,,,,,,,,,
VERSION : V1.0_20260428,,,,,,,,,,
DIE_SIZE : 3440x3440,,,,,,,,,,
,,,,,,,,,,
PKG_NUM,PKG_PIN_NAME,DIE_NUM,DIE_PIN_NAME,IO_CELL_NAME,PKG_LOC,DIE_LOC,DIRECTION,LOAD,SLEW,SSO
34,PIO_16,51,PIO_16,-,R,R,,,,
35,PIO_17,52,PIO_17,-,R,R,,,,
36,VDD33_RAM,53,VDD33_IOB%IO%U_PAD_VDDA33_2,-,,R,P,,,
36,VDD33_RAM,54,PAD_DDR_VDDA33,-,R,R,P,,,PSRAM
,,55,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,56,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,57,PAD_CKB,-,,R,,,,PSRAM
,,58,PAD_CK,-,,R,,,,PSRAM
,,59,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,60,PAD_CEB,-,,R,,,,PSRAM
,,61,PAD_LDM,-,,R,,,,PSRAM
,,62,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,63,PAD_DQSB,-,,R,,,,PSRAM
,,64,PAD_DQS,-,,R,,,,PSRAM
,,65,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,66,PAD_DQ7,-,,R,,,,PSRAM
,,67,PAD_DQ6,-,,R,,,,PSRAM
,,68,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,69,PAD_DQ5,-,,R,,,,PSRAM
,,70,PAD_DQ4,-,,R,,,,PSRAM
,,71,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,72,PAD_CK_LS,-,,R,,,,PSRAM
,,73,PAD_CKB_LS,-,,R,,,,PSRAM
,,74,PAD_CEB_LS,-,,R,,,,PSRAM
,,75,PAD_DQ3,-,,R,,,,PSRAM
,,76,PAD_DQ2,-,,R,,,,PSRAM
,,77,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,78,PAD_DQ1,-,,R,,,,PSRAM
,,79,PAD_DQ0,-,,R,,,,PSRAM
,,80,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,81,PAD_RESB,-,,R,,,,PSRAM
36,VDD33_RAM,82,VDD33_IOT%IO%U_PAD_VDDA33_3,-,R,R,P,,,
D1.100,,82,VDD33_IOT%IO%U_PAD_VDDA33_3,-,,R,P,,,
37,PIO_18,83,PIO_18,-,R,R,,,,
38,PIO_19,84,PIO_19,-,R,R,,,,
39,PIO_20,85,PIO_20,-,R,R,,,,
40,PIO_21,86,PIO_21,-,R,R,,,,
41,PIO_22,87,PIO_22,-,R,R,,,,
42,PIO_23,88,PIO_23,-,R,R,,,,
,,89,VDD11_APR%C%U_PAD_VDDD11_3,-,T,R,P,,,
43,VDD11,90,VDD11_APR%C%U_PAD_VDDD11_3,-,T,R,P,,,
0,,91,GND_APR%IO%U_PAD_GNDA_3,-,T,R,G,,,
0,,91,GND_APR%IO%U_PAD_GNDA_3,-,T,R,G,,,
44,PIO_24,92,PIO_24,-,T,R,,,,
45,PIO_25,93,PIO_25,-,T,R,,,,
46,PIO_26,94,PIO_26,-,T,T,,,,
47,PIO_27,95,PIO_27,-,T,T,,,,
48,PIO_28,96,PIO_28,-,T,T,,,,
49,PIO_29,97,PIO_29,-,T,T,,,,
50,PIO_30,98,PIO_30,-,T,T,,,,
51,PIO_31,99,PIO_31,-,T,T,,,,
(D1.82),,100,VDD33_IOT%IO%U_PAD_VDDA33_4,-,T,T,P,,,
52,AGND,101,PAD_AUDIO_VSS33,-,T,T,G,,,AUDIO_CODEC
53,LOUT,102,PAD_AUDIO_LOUT,-,T,T,,,,AUDIO_CODEC
54,MICBIAS,103,PAD_AUDIO_MICBIAS,-,T,T,,,,AUDIO_CODEC
55,MICIN,104,PAD_AUDIO_IN,-,T,T,,,,AUDIO_CODEC
56,VDD33_DAC,105,PAD_AUDIO_VDD33,-,T,T,P,,,AUDIO_CODEC
,,106,QSPI_WP,-,,T,,,,FLASH
,,107,QSPI_DO,-,,T,,,,FLASH
,,108,QSPI_CS,-,,T,,,,FLASH
56,VDD33_DAC,109,VDD33_FLS,-,T,T,P,,,FLASH
,,110,QSPI_HOLD,-,,T,,,,FLASH
,,111,QSPI_CLK,-,,T,,,,FLASH
,,112,QSPI_DI,-,,T,,,,FLASH
0,,113,GND_OSC,-,,T,G,,,OSC
1,VDD33_ANA,114,VDD33_OSC,-,L,T,P,,,OSC
1,VDD33_ANA,115,VDD33_PLL,-,L,T,P,,,PLL
0,,116,GND_PLL,-,,T,G,,,PLL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Inner_bond,,1,I0 (X.Y),I1 (X.Y),,,,,,
Inner_bond,,2,I2 (X.Y),(X.Y),,,,,,
Inner_bond,,3,(X.Y),(X.Y),,,,,,
Inner_bond,,4,(X.Y),(X.Y),,,,,,
Inner_bond,,5,(X.Y),(X.Y),,,,,,
Inner_bond,,6,(X.Y),(X.Y),,,,,,
Inner_bond,,7,(X.Y),(X.Y),,,,,,
Inner_bond,,8,(X.Y),(X.Y),,,,,,
