PRODUCTION NO  : PRJ8803_QFN40,,,,,,,,,,
PKG_TOP_LEFT_PIN : 1,,,,,,,,,,
PACKAGE : 40QFN 10 10 10 10,,,,,,,,,,
VERSION : V1.0_20260428,,,,,,,,,,
DIE_SIZE : 3440x3440,,,,,,,,,,
,,,,,,,,,,
PKG_NUM,PKG_PIN_NAME,DIE_NUM,DIE_PIN_NAME,IO_CELL_NAME,PKG_LOC,DIE_LOC,DIRECTION,LOAD,SLEW,SSO
,,46,PAD_CKB,-,,R,,,,PSRAM
,,47,PAD_CK,-,,R,,,,PSRAM
,,48,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,49,PAD_CEB,-,,R,,,,PSRAM
,,50,PAD_LDM,-,,R,,,,PSRAM
,,51,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,52,PAD_DQSB,-,,R,,,,PSRAM
,,53,PAD_DQS,-,,R,,,,PSRAM
,,54,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,55,PAD_DQ7,-,,R,,,,PSRAM
,,56,PAD_DQ6,-,,R,,,,PSRAM
,,57,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,58,PAD_DQ5,-,,R,,,,PSRAM
,,59,PAD_DQ4,-,,R,,,,PSRAM
,,60,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,61,PAD_CK_LS,-,,R,,,,PSRAM
,,62,PAD_CKB_LS,-,,R,,,,PSRAM
,,63,PAD_CEB_LS,-,,R,,,,PSRAM
,,64,PAD_DQ3,-,,R,,,,PSRAM
,,65,PAD_DQ2,-,,R,,,,PSRAM
,,66,PAD_DDR_VLDO,-,,R,P,,,PSRAM
,,67,PAD_DQ1,-,,R,,,,PSRAM
,,68,PAD_DQ0,-,,R,,,,PSRAM
,,69,PAD_DDR_VSSA33,-,,R,G,,,PSRAM
,,70,PAD_RESB,-,,R,,,,PSRAM
,,71,PIO_7,-,,R,,,,
,,72,PIO_8,-,,R,,,,
,,73,PIO_9,-,,R,,,,
,,74,PIO_10,-,,R,,,,
,,75,PIO_11,-,,R,,,,
20,PIO_7,76,PIO_12,-,B,R,,,,
,,77,PIO_13,-,,R,,,,
,,78,PIO_14,-,,R,,,,
,,79,PIO_15,-,,R,,,,
,,80,PIO_16,-,,R,,,,
,,81,PIO_17,-,,R,,,,
21,AGND,82,PAD_AUDIO_VSS33,-,R,R,G,,,AUDIO_CODEC
22,LOUT,83,PAD_AUDIO_LOUT,-,R,R,,,,AUDIO_CODEC
23,MICBIAS,84,PAD_AUDIO_MICBIAS,-,R,R,,,,AUDIO_CODEC
24,MICIN,85,PAD_AUDIO_IN,-,R,R,,,,AUDIO_CODEC
25,VDD33_DAC,86,PAD_AUDIO_VDD33,-,R,R,P,,,AUDIO_CODEC
,,87,QSPI0_WP,-,,T,,,,FLASH
,,88,QSPI0_DO,-,,T,,,,FLASH
,,89,QSPI0_CS,-,,T,,,,FLASH
25,VDD33_DAC,90,VDD33_FLS,-,R,T,P,,,FLASH
,,91,QSPI0_HOLD,-,,T,,,,FLASH
,,92,QSPI0_CLK,-,,T,,,,FLASH
,,93,QSPI0_DI,-,,T,,,,FLASH
26,VDD11,94,,-,R,T,P,,,
27,PIO_8,95,PIO_18,-,R,T,,,,
28,PIO_9,96,PIO_19,-,R,T,,,,
29,PIO_10,97,PIO_20,-,R,T,,,,
30,PIO_11,98,PIO_21,-,R,T,,,,
31,PIO_12,99,PIO_22,-,T,T,,,,
32,PIO_13,100,PIO_23,-,T,T,,,,
33,PIO_14,101,PIO_24,-,T,T,,,,
34,PIO_15,102,PIO_25,-,T,T,,,,
35,PIO_16,103,PIO_26,-,T,T,,,,
36,PIO_17,104,PIO_27,-,T,T,,,,
37,PIO_18,105,PIO_28,-,T,T,,,,
38,PIO_19,106,PIO_29,-,T,T,,,,
39,PIO_20,107,PIO_30,-,T,T,,,,
40,PIO_21,108,PIO_31,-,T,T,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Inner_bond,,1,I0 (X.Y),I1 (X.Y),,,,,,
Inner_bond,,2,I2 (X.Y),(X.Y),,,,,,
Inner_bond,,3,(X.Y),(X.Y),,,,,,
Inner_bond,,4,(X.Y),(X.Y),,,,,,
Inner_bond,,5,(X.Y),(X.Y),,,,,,
Inner_bond,,6,(X.Y),(X.Y),,,,,,
Inner_bond,,7,(X.Y),(X.Y),,,,,,
Inner_bond,,8,(X.Y),(X.Y),,,,,,
