PROJECT NO  : PRJ8803_QFN56_PSRAM,,,,,,,,,,
PKG_TOP_LEFT_PIN : 1,,,,,,,,,,
PACKAGE : 56QFN 14 14 14 14,,,,,,,,,,
VERSION : V1.0_20260428,,,,,,,,,,
DIE_SIZE : 3440x3440,,,,,,,,,,
,,,,,,,,,,
PKG_NUM,PKG_PIN_NAME,DIE_NUM,DIE_PIN_NAME,IO_CELL_NAME,PKG_LOC,DIE_LOC,DIRECTION,LOAD,SLEW,SSO
,,88,QSPI0_CLK,-,,R,,,,FLASH
,,89,QSPI0_DI,-,,R,,,,FLASH
42,VDD11,90,,-,R,R,P,,,
43,PIO_7,91,PIO_18,-,T,T,,,,
44,PIO_8,92,PIO_19,-,T,T,,,,
45,PIO_9,93,PIO_20,-,T,T,,,,
46,PIO_10,94,PIO_21,-,T,T,,,,
47,PIO_11,95,PIO_22,-,T,T,,,,
48,PIO_12,96,PIO_23,-,T,T,,,,
49,PIO_13,97,PIO_24,-,T,T,,,,
50,PIO_14,98,PIO_25,-,T,T,,,,
51,PIO_15,99,PIO_26,-,T,T,,,,
52,PIO_16,100,PIO_27,-,T,T,,,,
53,PIO_17,101,PIO_28,-,T,T,,,,
54,PIO_18,102,PIO_29,-,T,T,,,,
55,PIO_19,103,PIO_30,-,T,T,,,,
56,PIO_20,104,PIO_31,-,T,T,,,,
,,105,GND_OSC,-,,T,G,,,OSC
1,VDD33_ANA,106,VDD33_OSC,-,L,T,P,,,OSC
1,VDD33_ANA,107,VDD33_PLL,-,L,T,P,,,PLL
,,108,GND_PLL,-,,T,G,,,PLL
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Inner_bond,,1,I0 (X.Y),I1 (X.Y),,,,,,
Inner_bond,,2,I2 (X.Y),(X.Y),,,,,,
Inner_bond,,3,(X.Y),(X.Y),,,,,,
Inner_bond,,4,(X.Y),(X.Y),,,,,,
Inner_bond,,5,(X.Y),(X.Y),,,,,,
Inner_bond,,6,(X.Y),(X.Y),,,,,,
Inner_bond,,7,(X.Y),(X.Y),,,,,,
Inner_bond,,8,(X.Y),(X.Y),,,,,,
