PROJECT NO  : PRJ8803_QFN56_PSRAM,,,,,,,,,,
PKG_TOP_LEFT_PIN : 1,,,,,,,,,,
PACKAGE : 56QFN 14 14 14 14,,,,,,,,,,
VERSION : V1.0_20260428,,,,,,,,,,
DIE_SIZE : 4000x3500,,,,,,,,,,
,,,,,,,,,,
PKG_NUM,PKG_PIN_NAME,DIE_NUM,DIE_PIN_NAME,IO_CELL_NAME,PKG_LOC,DIE_LOC,DIRECTION,LOAD,SLEW,SSO
,,27,VBAT_PIO_6,-,,B,,,,RTC
23,VBAT_PIO_2,28,VBAT_PIO_7,-,B,B,,,,RTC
23,VBAT_PIO_2,281,LEXT_IN,,B,B,,,,RTC
24,VBAT_PIO_3,282,LEXT_OUT,,B,B,,,,RTC
24,VBAT_PIO_3,29,VBAT_PIO_8,-,B,B,,,,RTC
25,VDD33_RAM,30,,-,B,B,P,,,
26,PSR_CE,31,PSR_CE,-,B,R,,,,A_PHY
27,PSR_CK,32,PSR_CK,-,B,R,,,,A_PHY
28,PSR_DQS,33,PSR_DQS,-,B,R,,,,A_PHY
29,PSR_DQ0,34,PSR_DQ0,-,R,R,,,,A_PHY
30,PSR_DQ1,35,PSR_DQ1,-,R,R,,,,A_PHY
31,PSR_DQ2,36,PSR_DQ2,-,R,R,,,,A_PHY
32,PSR_DQ3,37,PSR_DQ3,-,R,R,,,,A_PHY
33,PSR_DQ4,38,PSR_DQ4,-,R,R,,,,A_PHY
34,PSR_DQ5,39,PSR_DQ5,-,R,R,,,,A_PHY
35,PSR_DQ6,40,PSR_DQ6,-,R,R,,,,A_PHY
36,PSR_DQ7,41,PSR_DQ7,-,R,R,,,,A_PHY
,,42,PIO_7,-,,R,,,,
,,43,PIO_8,-,,R,,,,
,,44,PIO_9,-,,R,,,,
,,45,PIO_10,-,,R,,,,
,,46,PIO_11,-,,R,,,,
,,47,PIO_12,-,,R,,,,
,,48,PIO_13,-,,R,,,,
,,49,PIO_14,-,,R,,,,
,,50,PIO_15,-,,R,,,,
,,51,PIO_16,-,,R,,,,
,,52,PIO_17,-,,R,,,,
37,LOUT,55,LOUT,-,R,R,,,,AUDIO_CODEC
38,VMID,56,VMID,-,R,R,,,,AUDIO_CODEC
39,VDD33_DAC,57,VDD33_DAC,-,R,R,P,,,AUDIO_CODEC
40,MICBIAS,58,MICBIAS,-,R,R,,,,AUDIO_CODEC
41,MICIN,59,MICIN,-,R,R,,,,AUDIO_CODEC
42,AGND,60,AGND,-,R,R,G,,,AUDIO_CODEC
43,PIO_7,53,PIO_18,-,T,T,,,,
44,PIO_8,54,PIO_19,-,T,T,,,,
45,PIO_9,61,PIO_20,-,T,T,,,,
46,PIO_10,62,PIO_21,-,T,T,,,,
47,PIO_11,63,PIO_22,-,T,T,,,,
48,PIO_12,64,PIO_23,-,T,T,,,,
49,PIO_13,65,PIO_24,-,T,T,,,,
50,PIO_14,66,PIO_25,-,T,T,,,,
51,PIO_15,67,PIO_26,-,T,T,,,,
52,PIO_16,68,PIO_27,-,T,T,,,,
53,PIO_17,69,PIO_28,-,T,T,,,,
54,PIO_18,70,PIO_29,-,T,T,,,,
55,PIO_19,71,PIO_30,-,T,T,,,,
56,PIO_20,72,PIO_31,-,T,T,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Inner_bond,,1,I0 (X.Y),I1 (X.Y),,,,,,
Inner_bond,,2,I2 (X.Y),(X.Y),,,,,,
Inner_bond,,3,(X.Y),(X.Y),,,,,,
Inner_bond,,4,(X.Y),(X.Y),,,,,,
Inner_bond,,5,(X.Y),(X.Y),,,,,,
Inner_bond,,6,(X.Y),(X.Y),,,,,,
Inner_bond,,7,(X.Y),(X.Y),,,,,,
Inner_bond,,8,(X.Y),(X.Y),,,,,,
